League,BirthPlace,Count,LeagueTotal,Percentage,Rank
NFL,"Hermansville, MI",2,24104,0.008297378028542982,98.0
NFL,"Hernando, MS",2,24104,0.008297378028542982,98.0
NFL,"Hialeah, FL",2,24104,0.008297378028542982,98.0
NFL,"Hickory, MS",2,24104,0.008297378028542982,98.0
NFL,"Highland, IL",2,24104,0.008297378028542982,98.0
NFL,"Highwood, IL",2,24104,0.008297378028542982,98.0
NFL,"Hilliard, OH",2,24104,0.008297378028542982,98.0
NFL,"Hillsboro, IL",2,24104,0.008297378028542982,98.0
NFL,"Hillsboro, OH",2,24104,0.008297378028542982,98.0
NFL,"Hillsboro, OR",2,24104,0.008297378028542982,98.0
NFL,"Hinckley, OH",2,24104,0.008297378028542982,98.0
NFL,"Hobart, IN",2,24104,0.008297378028542982,98.0
NFL,"Hobbs, NM",2,24104,0.008297378028542982,98.0
NFL,"Holland, TX",2,24104,0.008297378028542982,98.0
NFL,"Hollidaysburg, PA",2,24104,0.008297378028542982,98.0
NFL,"Hollister, CA",2,24104,0.008297378028542982,98.0
NFL,"Holly Springs, MS",2,24104,0.008297378028542982,98.0
NFL,"Homer, LA",2,24104,0.008297378028542982,98.0
NFL,"Homewood, IL",2,24104,0.008297378028542982,98.0
NFL,"Hominy, OK",2,24104,0.008297378028542982,98.0
NFL,"Hood River, OR",2,24104,0.008297378028542982,98.0
NFL,"Houghton, MI",2,24104,0.008297378028542982,98.0
NFL,"Hubbard, OH",2,24104,0.008297378028542982,98.0
NFL,"Hudson, MA",2,24104,0.008297378028542982,98.0
NFL,"Hudson, NY",2,24104,0.008297378028542982,98.0
NFL,"Hudson, WI",2,24104,0.008297378028542982,98.0
NFL,"Huntington, IN",2,24104,0.008297378028542982,98.0
NFL,"Huron, SD",2,24104,0.008297378028542982,98.0
NFL,"IN, PA",2,24104,0.008297378028542982,98.0
NFL,"Ida Grove, IA",2,24104,0.008297378028542982,98.0
NFL,"Imperial, PA",2,24104,0.008297378028542982,98.0
NFL,"Indianola, IA",2,24104,0.008297378028542982,98.0
NFL,"Inverness, MS",2,24104,0.008297378028542982,98.0
NFL,"Iola, WI",2,24104,0.008297378028542982,98.0
NFL,"Itasca, TX",2,24104,0.008297378028542982,98.0
NFL,"Jackson, AL",2,24104,0.008297378028542982,98.0
NFL,"Jacksonville Beach, FL",2,24104,0.008297378028542982,98.0
NFL,"Jacksonville, AR",2,24104,0.008297378028542982,98.0
NFL,"Jacobsburg, OH",2,24104,0.008297378028542982,98.0
NFL,"Jamestown, NY",2,24104,0.008297378028542982,98.0
NFL,"Jamestown, OH",2,24104,0.008297378028542982,98.0
NFL,"Jasper, TN",2,24104,0.008297378028542982,98.0
NFL,"Jefferson County, KY",2,24104,0.008297378028542982,98.0
NFL,"Jeffersonville, IN",2,24104,0.008297378028542982,98.0
NFL,"Jenkintown, PA",2,24104,0.008297378028542982,98.0
NFL,"Jenners, PA",2,24104,0.008297378028542982,98.0
NFL,"Junction City, KS",2,24104,0.008297378028542982,98.0
NFL,"Jupiter, FL",2,24104,0.008297378028542982,98.0
NFL,"Kahuku, HI",2,24104,0.008297378028542982,98.0
NFL,"Kampala, Uganda",2,24104,0.008297378028542982,98.0
NFL,"Kaneohe, HI",2,24104,0.008297378028542982,98.0
NFL,"Karnack, TX",2,24104,0.008297378028542982,98.0
NFL,"Kearny, NJ",2,24104,0.008297378028542982,98.0
NFL,"Kenansville, NC",2,24104,0.008297378028542982,98.0
NFL,"Kenner, LA",2,24104,0.008297378028542982,98.0
NFL,"Kennesaw, GA",2,24104,0.008297378028542982,98.0
NFL,"Kent, OH",2,24104,0.008297378028542982,98.0
NFL,"Kenton, TN",2,24104,0.008297378028542982,98.0
NFL,"Keokuk, IA",2,24104,0.008297378028542982,98.0
NFL,"Kern County, CA",2,24104,0.008297378028542982,98.0
NFL,"Kerrville, TX",2,24104,0.008297378028542982,98.0
NFL,"Killen, AL",2,24104,0.008297378028542982,98.0
NFL,"Kings Mountain, NC",2,24104,0.008297378028542982,98.0
NFL,"Kingsland, GA",2,24104,0.008297378028542982,98.0
NFL,"Kingwood, TX",2,24104,0.008297378028542982,98.0
NFL,"Kinshasa, Zaire",2,24104,0.008297378028542982,98.0
NFL,"Kirksville, MO",2,24104,0.008297378028542982,98.0
NFL,"Klondike, TX",2,24104,0.008297378028542982,98.0
NFL,"Knoxville, IA",2,24104,0.008297378028542982,98.0
NFL,"La Mirada, CA",2,24104,0.008297378028542982,98.0
NFL,"La Porte, IN",2,24104,0.008297378028542982,98.0
NFL,"La Porte, TX",2,24104,0.008297378028542982,98.0
NFL,"La Salle, IL",2,24104,0.008297378028542982,98.0
NFL,"LaGrande, OR",2,24104,0.008297378028542982,98.0
NFL,"LaGrange, GA",2,24104,0.008297378028542982,98.0
NFL,"Lac du Flambeau, WI",2,24104,0.008297378028542982,98.0
NFL,"Lacoochee, FL",2,24104,0.008297378028542982,98.0
NFL,"Ladson, SC",2,24104,0.008297378028542982,98.0
NFL,"Lake Butler, FL",2,24104,0.008297378028542982,98.0
NFL,"Lake Dallas, TX",2,24104,0.008297378028542982,98.0
NFL,"Lake Forest, IL",2,24104,0.008297378028542982,98.0
NFL,"Lake Jackson, TX",2,24104,0.008297378028542982,98.0
NFL,"Lake Providence, LA",2,24104,0.008297378028542982,98.0
NFL,"Lakeport, CA",2,24104,0.008297378028542982,98.0
NFL,"Largo, FL",2,24104,0.008297378028542982,98.0
NFL,"Las Cruces, NM",2,24104,0.008297378028542982,98.0
NFL,"Las Vegas, NM",2,24104,0.008297378028542982,98.0
NFL,"Laurens, SC",2,24104,0.008297378028542982,98.0
NFL,"Lawrence, PA",2,24104,0.008297378028542982,98.0
NFL,"Le Mars, IA",2,24104,0.008297378028542982,98.0
NFL,"LeRoy, NY",2,24104,0.008297378028542982,98.0
NFL,"Leakesville, MS",2,24104,0.008297378028542982,98.0
NFL,"Lebanon, OR",2,24104,0.008297378028542982,98.0
NFL,"Lemont, IL",2,24104,0.008297378028542982,98.0
NFL,"Lenoir, NC",2,24104,0.008297378028542982,98.0
NFL,"Leominster, MA",2,24104,0.008297378028542982,98.0
NFL,"Leroy, AL",2,24104,0.008297378028542982,98.0
NFL,"Lewisburg, TN",2,24104,0.008297378028542982,98.0
NFL,"Lewistown, IL",2,24104,0.008297378028542982,98.0
NFL,"Lexington, MO",2,24104,0.008297378028542982,98.0
NFL,"Lexington, NE",2,24104,0.008297378028542982,98.0
NFL,"Lexington, SC",2,24104,0.008297378028542982,98.0
NFL,"Liberal, KS",2,24104,0.008297378028542982,98.0
NFL,"Liberty, MO",2,24104,0.008297378028542982,98.0
NFL,"Liberty, NE",2,24104,0.008297378028542982,98.0
NFL,"Limestone, ME",2,24104,0.008297378028542982,98.0
NFL,"Lincolnshire, IL",2,24104,0.008297378028542982,98.0
NFL,"Lincolnton, NC",2,24104,0.008297378028542982,98.0
NFL,"Linden, NJ",2,24104,0.008297378028542982,98.0
NFL,"Lindenhurst, NY",2,24104,0.008297378028542982,98.0
NFL,"Littleton, CO",2,24104,0.008297378028542982,98.0
NFL,"Livermore, CA",2,24104,0.008297378028542982,98.0
NFL,"Liverpool, NY",2,24104,0.008297378028542982,98.0
NFL,"Livingston, NJ",2,24104,0.008297378028542982,98.0
NFL,"Llewellyn, PA",2,24104,0.008297378028542982,98.0
NFL,"Lockney, TX",2,24104,0.008297378028542982,98.0
NFL,"Lockport, IL",2,24104,0.008297378028542982,98.0
NFL,"Lockport, NY",2,24104,0.008297378028542982,98.0
NFL,"Lodi, CA",2,24104,0.008297378028542982,98.0
NFL,"Logan, OH",2,24104,0.008297378028542982,98.0
NFL,"Lometa, TX",2,24104,0.008297378028542982,98.0
NFL,"Lompoc, CA",2,24104,0.008297378028542982,98.0
NFL,"London, Canada",2,24104,0.008297378028542982,98.0
NFL,"Long Island, KS",2,24104,0.008297378028542982,98.0
NFL,"Loris, SC",2,24104,0.008297378028542982,98.0
NFL,"Los Banos, CA",2,24104,0.008297378028542982,98.0
NFL,"Lucedale, MS",2,24104,0.008297378028542982,98.0
NFL,"Luling, TX",2,24104,0.008297378028542982,98.0
NFL,"Lyons, GA",2,24104,0.008297378028542982,98.0
NFL,"Maben, MS",2,24104,0.008297378028542982,98.0
NFL,"Mableton, GA",2,24104,0.008297378028542982,98.0
NFL,"Macomb, IL",2,24104,0.008297378028542982,98.0
NFL,"Macon, AL",2,24104,0.008297378028542982,98.0
NFL,"Madison, IL",2,24104,0.008297378028542982,98.0
NFL,"Madison, NJ",2,24104,0.008297378028542982,98.0
NFL,"Madison, SD",2,24104,0.008297378028542982,98.0
NFL,"Manchester, CT",2,24104,0.008297378028542982,98.0
NFL,"Mandeville, LA",2,24104,0.008297378028542982,98.0
NFL,"Manitowoc, WI",2,24104,0.008297378028542982,98.0
NFL,"Manning, SC",2,24104,0.008297378028542982,98.0
NFL,"Mannington, WV",2,24104,0.008297378028542982,98.0
NFL,"Manteca, CA",2,24104,0.008297378028542982,98.0
NFL,"Marblehead, MA",2,24104,0.008297378028542982,98.0
NFL,"Marlborough, MA",2,24104,0.008297378028542982,98.0
NFL,"Marlow, OK",2,24104,0.008297378028542982,98.0
NFL,"Marquette, MI",2,24104,0.008297378028542982,98.0
NFL,"Marshalltown, IA",2,24104,0.008297378028542982,98.0
NFL,"Martin, TN",2,24104,0.008297378028542982,98.0
NFL,"Maryville, TN",2,24104,0.008297378028542982,98.0
NFL,"Mason, TX",2,24104,0.008297378028542982,98.0
NFL,"Massena, NY",2,24104,0.008297378028542982,98.0
NFL,"Mathews, LA",2,24104,0.008297378028542982,98.0
NFL,"Mattoon, IL",2,24104,0.008297378028542982,98.0
NFL,"Maywood, IL",2,24104,0.008297378028542982,98.0
NFL,"McAlester, OK",2,24104,0.008297378028542982,98.0
NFL,"McCall Creek, MS",2,24104,0.008297378028542982,98.0
NFL,"McLennan County, TX",2,24104,0.008297378028542982,98.0
NFL,"McMinnville, OR",2,24104,0.008297378028542982,98.0
NFL,"Meadville, PA",2,24104,0.008297378028542982,98.0
NFL,"Mechanicsburg, PA",2,24104,0.008297378028542982,98.0
NFL,"Medford, OK",2,24104,0.008297378028542982,98.0
NFL,"Medina, OH",2,24104,0.008297378028542982,98.0
NFL,"Mena, AR",2,24104,0.008297378028542982,98.0
NFL,"Mendenhall, MS",2,24104,0.008297378028542982,98.0
NFL,"Menominee, MI",2,24104,0.008297378028542982,98.0
NFL,"Menomonie, WI",2,24104,0.008297378028542982,98.0
NFL,"Merrillville, IN",2,24104,0.008297378028542982,98.0
NFL,"Miami Beach, FL",2,24104,0.008297378028542982,98.0
NFL,"Midway, PA",2,24104,0.008297378028542982,98.0
NFL,"Milan, IL",2,24104,0.008297378028542982,98.0
NFL,"Milan, Italy",2,24104,0.008297378028542982,98.0
NFL,"Milford, DE",2,24104,0.008297378028542982,98.0
NFL,"Milford, MA",2,24104,0.008297378028542982,98.0
NFL,"Millbrook, AL",2,24104,0.008297378028542982,98.0
NFL,"Millen, GA",2,24104,0.008297378028542982,98.0
NFL,"Miller, SD",2,24104,0.008297378028542982,98.0
NFL,"Milligan, FL",2,24104,0.008297378028542982,98.0
NFL,"Millville, NJ",2,24104,0.008297378028542982,98.0
NFL,"Milton, MA",2,24104,0.008297378028542982,98.0
NFL,"Mingo Junction, OH",2,24104,0.008297378028542982,98.0
NFL,"Mission Hills, CA",2,24104,0.008297378028542982,98.0
NFL,"Mississauga, Canada",2,24104,0.008297378028542982,98.0
NFL,"Moab, UT",2,24104,0.008297378028542982,98.0
NFL,"Montego Bay, Jamaica",2,24104,0.008297378028542982,98.0
NFL,"Monticello, FL",2,24104,0.008297378028542982,98.0
NFL,"Monticello, GA",2,24104,0.008297378028542982,98.0
NFL,"Montpelier, VT",2,24104,0.008297378028542982,98.0
NFL,"Montrose, GA",2,24104,0.008297378028542982,98.0
NFL,"Mooresville, NC",2,24104,0.008297378028542982,98.0
NFL,"Morgantown, NC",2,24104,0.008297378028542982,98.0
NFL,"Morris, OK",2,24104,0.008297378028542982,98.0
NFL,"Moses Lake, WA",2,24104,0.008297378028542982,98.0
NFL,"Mount Carmel, IL",2,24104,0.008297378028542982,98.0
NFL,"Mount Lebanon, PA",2,24104,0.008297378028542982,98.0
NFL,"Mount Olive, MS",2,24104,0.008297378028542982,98.0
NFL,"Mount Pleasant, PA",2,24104,0.008297378028542982,98.0
NFL,"Mountain Lake, MN",2,24104,0.008297378028542982,98.0
NFL,"Munday, TX",2,24104,0.008297378028542982,98.0
NFL,"Mustang, OK",2,24104,0.008297378028542982,98.0
NFL,"Myrtle Beach, SC",2,24104,0.008297378028542982,98.0
NFL,NE,2,24104,0.008297378028542982,98.0
NFL,"NE City, NE",2,24104,0.008297378028542982,98.0
NFL,"Nairobi, Kenya",2,24104,0.008297378028542982,98.0
NFL,"Nashville, AR",2,24104,0.008297378028542982,98.0
NFL,"Nassau, Bahamas",2,24104,0.008297378028542982,98.0
NFL,"Natrona Heights, PA",2,24104,0.008297378028542982,98.0
NFL,"Naugatuck, CT",2,24104,0.008297378028542982,98.0
NFL,"Navarre, OH",2,24104,0.008297378028542982,98.0
NFL,"Needville, TX",2,24104,0.008297378028542982,98.0
NFL,"Nesquehoning, PA",2,24104,0.008297378028542982,98.0
NFL,"Nettleton, MS",2,24104,0.008297378028542982,98.0
NFL,"New Albany, MS",2,24104,0.008297378028542982,98.0
NFL,"New Castle, DE",2,24104,0.008297378028542982,98.0
NFL,"New Cumberland, PA",2,24104,0.008297378028542982,98.0
NFL,"New Haven, MI",2,24104,0.008297378028542982,98.0
NFL,"New Lenox, IL",2,24104,0.008297378028542982,98.0
NFL,"New Martinsville, WV",2,24104,0.008297378028542982,98.0
NFL,"New Philadelphia, OH",2,24104,0.008297378028542982,98.0
NFL,"New Richmond, WI",2,24104,0.008297378028542982,98.0
NFL,"New Village, NJ",2,24104,0.008297378028542982,98.0
NFL,"Newberry, MI",2,24104,0.008297378028542982,98.0
NFL,"Newberry, SC",2,24104,0.008297378028542982,98.0
NFL,"Newport, AR",2,24104,0.008297378028542982,98.0
NFL,"Newport, KY",2,24104,0.008297378028542982,98.0
NFL,"Newton, NJ",2,24104,0.008297378028542982,98.0
NFL,"Niceville, FL",2,24104,0.008297378028542982,98.0
NFL,"Nixon, TX",2,24104,0.008297378028542982,98.0
NFL,"Norco, CA",2,24104,0.008297378028542982,98.0
NFL,"Norco, LA",2,24104,0.008297378028542982,98.0
NFL,"Norcross, GA",2,24104,0.008297378028542982,98.0
NFL,"Norfolk, NE",2,24104,0.008297378028542982,98.0
NFL,"North Attleboro, MA",2,24104,0.008297378028542982,98.0
NFL,"North Augusta, SC",2,24104,0.008297378028542982,98.0
NFL,"North Battleford, Canada",2,24104,0.008297378028542982,98.0
NFL,"North Miami Beach, FL",2,24104,0.008297378028542982,98.0
NFL,"North, SC",2,24104,0.008297378028542982,98.0
NFL,"Northampton, MA",2,24104,0.008297378028542982,98.0
NFL,"Norwalk, CA",2,24104,0.008297378028542982,98.0
NFL,"Nutley, NJ",2,24104,0.008297378028542982,98.0
NFL,"OR City, OR",2,24104,0.008297378028542982,98.0
NFL,"Oakmont, PA",2,24104,0.008297378028542982,98.0
NFL,"Ocilla, GA",2,24104,0.008297378028542982,98.0
NFL,"Odessa, Ukraine",2,24104,0.008297378028542982,98.0
NFL,"Oglesby, IL",2,24104,0.008297378028542982,98.0
NFL,"Oilton, OK",2,24104,0.008297378028542982,98.0
NFL,"Okeechobee, FL",2,24104,0.008297378028542982,98.0
NFL,"Old Forge, PA",2,24104,0.008297378028542982,98.0
NFL,"Old Hickory, TN",2,24104,0.008297378028542982,98.0
NFL,"Omaha, TX",2,24104,0.008297378028542982,98.0
NFL,"Ontario, Canada",2,24104,0.008297378028542982,98.0
NFL,"Opa-Locka, FL",2,24104,0.008297378028542982,98.0
NFL,"Oroville, CA",2,24104,0.008297378028542982,98.0
NFL,"Oscoda, MI",2,24104,0.008297378028542982,98.0
NFL,"Oslo, Norway",2,24104,0.008297378028542982,98.0
NFL,"Owerri, Nigeria",2,24104,0.008297378028542982,98.0
NFL,"Oxford, England",2,24104,0.008297378028542982,98.0
NFL,"Oxford, MI",2,24104,0.008297378028542982,98.0
NFL,"Oxford, NE",2,24104,0.008297378028542982,98.0
NFL,"Pageland, SC",2,24104,0.008297378028542982,98.0
NFL,"Palm Beach, FL",2,24104,0.008297378028542982,98.0
NFL,"Palmetto, FL",2,24104,0.008297378028542982,98.0
NFL,"Palmyra, PA",2,24104,0.008297378028542982,98.0
NFL,"Palos Verde, CA",2,24104,0.008297378028542982,98.0
NFL,"Palos Verdes Peninsula, CA",2,24104,0.008297378028542982,98.0
NFL,"Panama City, Panama",2,24104,0.008297378028542982,98.0
NFL,"Paramount, CA",2,24104,0.008297378028542982,98.0
NFL,"Paris, AR",2,24104,0.008297378028542982,98.0
NFL,"Park City, UT",2,24104,0.008297378028542982,98.0
NFL,"Park Ridge, IL",2,24104,0.008297378028542982,98.0
NFL,"Parkston, SD",2,24104,0.008297378028542982,98.0
NFL,"Parsons, KS",2,24104,0.008297378028542982,98.0
NFL,"Patterson, LA",2,24104,0.008297378028542982,98.0
NFL,"Pauls Valley, OK",2,24104,0.008297378028542982,98.0
NFL,"Pawnee, OK",2,24104,0.008297378028542982,98.0
NFL,"Peabody, MA",2,24104,0.008297378028542982,98.0
NFL,"Pearland, TX",2,24104,0.008297378028542982,98.0
NFL,"Pell City, AL",2,24104,0.008297378028542982,98.0
NFL,"Pen Argyl, PA",2,24104,0.008297378028542982,98.0
NFL,"Penn Yan, NY",2,24104,0.008297378028542982,98.0
NFL,"Pennsauken, NJ",2,24104,0.008297378028542982,98.0
NFL,"Peoria, AZ",2,24104,0.008297378028542982,98.0
NFL,"Perkasie, PA",2,24104,0.008297378028542982,98.0
NFL,"Perry, FL",2,24104,0.008297378028542982,98.0
NFL,"Perry, NY",2,24104,0.008297378028542982,98.0
NFL,"Peru, IL",2,24104,0.008297378028542982,98.0
NFL,"Petaluma, CA",2,24104,0.008297378028542982,98.0
NFL,"Picayune, MS",2,24104,0.008297378028542982,98.0
NFL,"Pinckneyville, IL",2,24104,0.008297378028542982,98.0
NFL,"Pineview, GA",2,24104,0.008297378028542982,98.0
NFL,"Pitcairn, PA",2,24104,0.008297378028542982,98.0
NFL,"Pittsburg, KS",2,24104,0.008297378028542982,98.0
NFL,"Pittsfield, IL",2,24104,0.008297378028542982,98.0
NFL,"Plainfield, IN",2,24104,0.008297378028542982,98.0
NFL,"Platte Center, NE",2,24104,0.008297378028542982,98.0
NFL,"Platte, SD",2,24104,0.008297378028542982,98.0
NFL,"Pleasant Hill, CA",2,24104,0.008297378028542982,98.0
NFL,"Pocasset, MA",2,24104,0.008297378028542982,98.0
NFL,"Polo, IL",2,24104,0.008297378028542982,98.0
NFL,"Pontotoc, MS",2,24104,0.008297378028542982,98.0
NFL,"Port Allen, LA",2,24104,0.008297378028542982,98.0
NFL,"Port Angeles, WA",2,24104,0.008297378028542982,98.0
NFL,"Port Chester, NY",2,24104,0.008297378028542982,98.0
NFL,"Port Lavaca, TX",2,24104,0.008297378028542982,98.0
NFL,"Port St. Joe, FL",2,24104,0.008297378028542982,98.0
NFL,"Port of Spain, Trinidad",2,24104,0.008297378028542982,98.0
NFL,"Port-au-Prince, Haiti",2,24104,0.008297378028542982,98.0
NFL,"Portage, WI",2,24104,0.008297378028542982,98.0
NFL,"Poteau, OK",2,24104,0.008297378028542982,98.0
NFL,"Powder Springs, GA",2,24104,0.008297378028542982,98.0
NFL,"Powell, WY",2,24104,0.008297378028542982,98.0
NFL,"Prairie Hill, TX",2,24104,0.008297378028542982,98.0
NFL,"Prescott, AR",2,24104,0.008297378028542982,98.0
NFL,"Princeton, IL",2,24104,0.008297378028542982,98.0
NFL,"Princeton, NJ",2,24104,0.008297378028542982,98.0
NFL,"Prineville, OR",2,24104,0.008297378028542982,98.0
NFL,"Pulaski, TN",2,24104,0.008297378028542982,98.0
NFL,"Purcell, OK",2,24104,0.008297378028542982,98.0
NFL,"Quantico, VA",2,24104,0.008297378028542982,98.0
NFL,"Quitman, GA",2,24104,0.008297378028542982,98.0
NFL,"Raeford, NC",2,24104,0.008297378028542982,98.0
NFL,"Raleigh, MS",2,24104,0.008297378028542982,98.0
NFL,"Ramsey, NJ",2,24104,0.008297378028542982,98.0
NFL,"Rancho Cucamonga, CA",2,24104,0.008297378028542982,98.0
NFL,"Rand, WV",2,24104,0.008297378028542982,98.0
NFL,"Ranger, TX",2,24104,0.008297378028542982,98.0
NFL,"Ranson, WV",2,24104,0.008297378028542982,98.0
NFL,"Rantoul, IL",2,24104,0.008297378028542982,98.0
NFL,"Rapid City, SD",2,24104,0.008297378028542982,98.0
NFL,"Redwood Falls, MN",2,24104,0.008297378028542982,98.0
NFL,"Reedsville, WV",2,24104,0.008297378028542982,98.0
NFL,"Reform, AL",2,24104,0.008297378028542982,98.0
NFL,"Reynoldsburg, OH",2,24104,0.008297378028542982,98.0
NFL,"Rhinelander, WI",2,24104,0.008297378028542982,98.0
NFL,"Richlands, NC",2,24104,0.008297378028542982,98.0
NFL,"Richmond, KY",2,24104,0.008297378028542982,98.0
NFL,"Richwood, OH",2,24104,0.008297378028542982,98.0
NFL,"Ridgewood, NJ",2,24104,0.008297378028542982,98.0
NFL,"Ridgway, PA",2,24104,0.008297378028542982,98.0
NFL,"Rillton, PA",2,24104,0.008297378028542982,98.0
NFL,"Ripley, MS",2,24104,0.008297378028542982,98.0
NFL,"Riverhead, NY",2,24104,0.008297378028542982,98.0
NFL,"Riverton, WY",2,24104,0.008297378028542982,98.0
NFL,"Roanoke, AL",2,24104,0.008297378028542982,98.0
NFL,"Rockaway, NJ",2,24104,0.008297378028542982,98.0
NFL,"Rockdale, TX",2,24104,0.008297378028542982,98.0
NFL,"Rockford, MI",2,24104,0.008297378028542982,98.0
NFL,"Rockwall, TX",2,24104,0.008297378028542982,98.0
NFL,"Rogersville, AL",2,24104,0.008297378028542982,98.0
NFL,"Roosevelt, NY",2,24104,0.008297378028542982,98.0
NFL,"Rose Hill, NC",2,24104,0.008297378028542982,98.0
NFL,"Rosebud, TX",2,24104,0.008297378028542982,98.0
NFL,"Roseburg, OR",2,24104,0.008297378028542982,98.0
NFL,"Roselle, NJ",2,24104,0.008297378028542982,98.0
NFL,"Roswell, NM",2,24104,0.008297378028542982,98.0
NFL,"Royston, GA",2,24104,0.008297378028542982,98.0
NFL,"Rudy, AR",2,24104,0.008297378028542982,98.0
NFL,"Rumson, NJ",2,24104,0.008297378028542982,98.0
NFL,"Russell, KY",2,24104,0.008297378028542982,98.0
NFL,"Russellville, AL",2,24104,0.008297378028542982,98.0
NFL,"Rutherfordton, NC",2,24104,0.008297378028542982,98.0
NFL,"Rutland, VT",2,24104,0.008297378028542982,98.0
NFL,"Saddle Brook, NJ",2,24104,0.008297378028542982,98.0
NFL,"Salamanca, NY",2,24104,0.008297378028542982,98.0
NFL,"Salem, OH",2,24104,0.008297378028542982,98.0
NFL,"San Benito, TX",2,24104,0.008297378028542982,98.0
NFL,"San Gabriel, CA",2,24104,0.008297378028542982,98.0
NFL,"San Saba, TX",2,24104,0.008297378028542982,98.0
NFL,"Sandersville, GA",2,24104,0.008297378028542982,98.0
NFL,"Sandy, UT",2,24104,0.008297378028542982,98.0
NFL,"Santa Fe, NM",2,24104,0.008297378028542982,98.0
NFL,"Saugus, MA",2,24104,0.008297378028542982,98.0
NFL,"Sayre, OK",2,24104,0.008297378028542982,98.0
NFL,"Scarborough, Canada",2,24104,0.008297378028542982,98.0
NFL,"Schaumburg, IL",2,24104,0.008297378028542982,98.0
NFL,"Schuyler, NE",2,24104,0.008297378028542982,98.0
NFL,"Scotia, CA",2,24104,0.008297378028542982,98.0
NFL,"Scottdale, PA",2,24104,0.008297378028542982,98.0
NFL,"Scottsbluff, NE",2,24104,0.008297378028542982,98.0
NFL,"Scottsboro, AL",2,24104,0.008297378028542982,98.0
NFL,"Sealy, TX",2,24104,0.008297378028542982,98.0
NFL,"Seaside, OR",2,24104,0.008297378028542982,98.0
NFL,"Sedalia, MO",2,24104,0.008297378028542982,98.0
NFL,"Selma, CA",2,24104,0.008297378028542982,98.0
NFL,"Seward, NE",2,24104,0.008297378028542982,98.0
NFL,"Sewell, NJ",2,24104,0.008297378028542982,98.0
NFL,"Sewickley, PA",2,24104,0.008297378028542982,98.0
NFL,"Shamokin, PA",2,24104,0.008297378028542982,98.0
NFL,"Shamrock, TX",2,24104,0.008297378028542982,98.0
NFL,"Shattuck, OK",2,24104,0.008297378028542982,98.0
NFL,"Shelbyville, IN",2,24104,0.008297378028542982,98.0
NFL,"Shelbyville, TN",2,24104,0.008297378028542982,98.0
NFL,"Shelton, WA",2,24104,0.008297378028542982,98.0
NFL,"Sheridan, WY",2,24104,0.008297378028542982,98.0
NFL,"Shinnston, WV",2,24104,0.008297378028542982,98.0
NFL,"Sidney, OH",2,24104,0.008297378028542982,98.0
NFL,"Sierra Leone, West Africa",2,24104,0.008297378028542982,98.0
NFL,"Silverton, OR",2,24104,0.008297378028542982,98.0
NFL,"Sinton, TX",2,24104,0.008297378028542982,98.0
NFL,"Skiatook, OK",2,24104,0.008297378028542982,98.0
NFL,"Skokie, IL",2,24104,0.008297378028542982,98.0
NFL,"Slaton, TX",2,24104,0.008297378028542982,98.0
NFL,"Smithton, PA",2,24104,0.008297378028542982,98.0
NFL,"Smyrna, TN",2,24104,0.008297378028542982,98.0
NFL,"Snellville, GA",2,24104,0.008297378028542982,98.0
NFL,"Somers Point, NJ",2,24104,0.008297378028542982,98.0
NFL,"Sonora, CA",2,24104,0.008297378028542982,98.0
NFL,"South Amboy, NJ",2,24104,0.008297378028542982,98.0
NFL,"South Bay, FL",2,24104,0.008297378028542982,98.0
NFL,"South Boston, VA",2,24104,0.008297378028542982,98.0
NFL,"South Dayton, NY",2,24104,0.008297378028542982,98.0
NFL,"South River, NJ",2,24104,0.008297378028542982,98.0
NFL,"Southampton, NY",2,24104,0.008297378028542982,98.0
NFL,"Southbridge, MA",2,24104,0.008297378028542982,98.0
NFL,"Sparta, IL",2,24104,0.008297378028542982,98.0
NFL,"Spring City, TN",2,24104,0.008297378028542982,98.0
NFL,"Spring Valley, IL",2,24104,0.008297378028542982,98.0
NFL,"Springboro, OH",2,24104,0.008297378028542982,98.0
NFL,"Springdale, PA",2,24104,0.008297378028542982,98.0
NFL,"Springfield, VA",2,24104,0.008297378028542982,98.0
NFL,"St. Charles, IL",2,24104,0.008297378028542982,98.0
NFL,"St. Clairsville, OH",2,24104,0.008297378028542982,98.0
NFL,"St. Edward, NE",2,24104,0.008297378028542982,98.0
NFL,"St. Helena, CA",2,24104,0.008297378028542982,98.0
NFL,"St. James, Jamaica",2,24104,0.008297378028542982,98.0
NFL,"St. Marys, GA",2,24104,0.008297378028542982,98.0
NFL,"St. Marys, PA",2,24104,0.008297378028542982,98.0
NFL,"St. Marys, WV",2,24104,0.008297378028542982,98.0
NFL,"St. Paul, NE",2,24104,0.008297378028542982,98.0
NFL,"Stanford, KY",2,24104,0.008297378028542982,98.0
NFL,"Stanley, WI",2,24104,0.008297378028542982,98.0
NFL,"Star City, AR",2,24104,0.008297378028542982,98.0
NFL,"Starke, FL",2,24104,0.008297378028542982,98.0
NFL,"Stevenson, AL",2,24104,0.008297378028542982,98.0
NFL,"Stillwater, MN",2,24104,0.008297378028542982,98.0
NFL,"Stockholm, Sweden",2,24104,0.008297378028542982,98.0
NFL,"Stockton, KS",2,24104,0.008297378028542982,98.0
NFL,"Stoneham, MA",2,24104,0.008297378028542982,98.0
NFL,"Stratford, CT",2,24104,0.008297378028542982,98.0
NFL,"Stratton, NE",2,24104,0.008297378028542982,98.0
